,LIC_1,LIC_3,LIC_31,LIC_35,LIC_37,LIF_22,LIF_24,LIF_26,LIF_28,LIF_30
Hspbap1,0.575994,1.170693,4.532174,4.852331,7.087794,2.37918,5.388398,6.924668,5.904426,1.552941
Hspbp1,12.32453,16.553549,19.498001,25.744013,24.11013,30.662777,24.740576,20.856394,27.533512,23.867805
Hspd1,70.484024,69.804527,181.682724,190.171219,138.615616,295.933258,288.257416,282.80896,316.547302,233.495041
Hspe1,287.377411,411.184692,244.323135,353.008667,277.95459,204.529449,285.543488,421.751404,239.247238,327.68808
Hspg2,1.657419,1.014339,1.943624,2.192217,3.015056,4.106025,3.317875,3.714454,3.889102,3.186137
Hsph1,8.02977,5.457111,12.173817,41.597794,30.871252,74.758904,46.714729,61.509865,40.849041,29.719273
Htatip2,6.775444,7.764535,12.172411,14.188277,16.940411,11.841431,14.619869,19.091215,14.510648,13.016941
Htatsf1,6.29247,5.600668,7.518214,8.486852,9.955652,12.26872,11.832937,12.767167,11.901966,11.289213
Htd2,0,0,0,0,0,0,0,0,0,0
Htr1a,0,0,0,0,0,0,0,0,0,0
Htr1b,0,0,0.03719,0.022895,0.023696,0.038091,0,0.088574,0,0.092616
Htr1d,0,0,0,0,0,0,0,0,0,0
Htr1f,0,0,0,0,0,0,0,0,0,0
Htr2a,0,0.017338,0,0.024001,0,0,0,0,0,0.059712
Htr2b,0.06058,0.044288,0,0,0,0,0,0.075625,0,0.116629
Htr2c,0,0,0,0,0,0,0,0,0,0
Htr3a,0,0,0,0,0,0,0,0,0,0
Htr3b,0,0,0,0,0,0,0,0,0,0
Htr4,0,0,0,0,0,0,0,0,0,0
Htr5a,0,0,0,0,0,0,0,0,0,0
Htr5b,0,0,0,0,0,0,0,0,0,0
Htr6,0,0.022911,0,0,0,0,0,0,0,0
Htr7,0.072724,0,0.070778,0.047891,0.163929,0.138393,0,0.131141,0.060234,0.051487
Htra1,22.224731,41.382389,69.057098,63.625828,47.279026,84.81678,77.835861,46.486397,56.572849,35.733688
Htra2,15.414893,14.826562,23.7551,25.255533,22.21172,31.576982,32.847778,25.134945,24.427551,25.612328
Htra3,0.185778,0.107795,0.180905,0.287743,0.562588,0.697219,0.25135,0.579176,1.08664,0.497649
Htra4,0.096247,0.101906,0.313448,0,0.127648,0.406295,0,0.128598,0.245165,0.212945
Htt,1.102304,1.181697,1.669745,1.613793,2.200697,3.96646,2.374496,2.397895,2.704622,2.650841
Hunk,0.067033,0.089221,0.097298,0.115973,0.055907,0.083046,0,0,0.221367,0
Hus1,3.648178,2.467544,3.426038,2.856369,7.998693,7.523592,11.31365,10.006473,7.873037,8.44627
Hus1b,0,0,0,0,0.10486,0,0,0.136099,0.229079,0
Huwe1,5.849793,2.920431,5.171609,3.425474,8.676837,13.958436,9.486409,9.313622,8.279612,9.520597
Hvcn1,0.327507,0.007921,0.864179,0.19025,0.816923,1.628311,0.416799,1.199882,1.310075,0.440518
Hyal1,2.705589,3.002377,11.431538,3.483829,4.103479,9.004789,5.293164,5.577537,4.945823,4.326268
Hyal2,7.054932,6.15646,13.508141,12.365266,11.544104,13.771265,14.337339,14.141535,15.49791,13.061228
Hyal3,0.402427,0.155985,0.770891,0.15039,0.308616,2.16073,0.600854,0.541621,0.971113,1.552669
Hyal4,0,0,0,0,0,0,0,0,0,0
Hyal5,0,0,0,0,0,0,0,0,0,0
Hyal6,0,0,0,0,0,0,0,0,0,0
Hycc1,0,0.028324,0.420509,0,0.069462,0.484903,0.133948,0.667299,0.472246,0.075239
Hycc2,4.012832,3.132241,4.831004,4.373094,3.081974,7.059216,5.381117,5.295601,6.656778,5.140169
Hydin,0,0,0.011182,0,0,0,0,0,0.004959,0
Hyi,145.28714,160.766266,136.542313,162.996216,116.833481,127.074799,155.973938,172.903656,147.547546,165.31665
Hykk,2.16932,1.553351,11.128932,11.915321,1.727427,9.853916,6.761351,5.047804,6.192457,0.820506
Hyls1,4.256227,4.203917,3.771585,4.72783,1.980268,6.645415,5.778122,4.643205,2.184708,3.020294
Hyou1,13.605021,19.549479,36.310974,39.825855,20.183174,76.496933,43.282074,68.299706,31.272293,17.481718
Hypk,84.780708,149.544769,82.093292,123.617271,105.443275,54.446815,77.738419,99.587814,93.624023,86.119797
Iah1,175.574493,456.581757,236.675766,291.453888,215.425873,183.540756,172.452164,180.47702,192.310745,184.748993
Iapp,0,0,0,0,0,0,0,0,0,0
Iars1,2.660135,2.37,6.383085,3.728997,4.684502,11.485168,6.802612,6.199201,6.980338,5.148275
Iars2,5.023981,5.734181,22.715202,9.863498,13.407958,28.423512,24.677444,20.557722,19.633287,19.671164
Iba57,4.495375,5.094556,11.445177,11.211637,10.494881,16.556429,17.084959,13.441331,13.297747,10.080369
Ibsp,0,0,0,0,0,0,0,0,0,0
Ibtk,16.227224,11.460327,27.14035,19.958496,23.859104,33.25626,28.595427,24.354351,24.955376,17.994343
Ica1,1.317676,0.613763,2.710757,3.625298,1.760613,2.299909,2.504377,2.365686,2.095962,2.017767
Ica1l,0,0.089069,0.024945,0.052467,0,0.111084,0,0.160029,0,0.089074
Icam1,5.584239,7.283653,11.617777,14.924405,15.719862,23.49748,17.500767,9.89889,21.016062,19.141851
Icam2,6.745682,7.174994,8.653392,10.326541,16.846888,9.454102,11.534056,14.419469,11.572846,14.327101
Icam4,0.40387,0.178602,0.387169,0,0.463335,0.401531,0.48991,0.360569,0.524101,0.575781
Icam5,0.311416,0.150931,0.210949,0.690399,1.343866,0.942654,0.628248,1.41487,0.99383,1.361551
Ice1,1.535469,0.841056,1.838689,1.1004,1.705666,4.228966,1.910874,2.520792,2.507922,2.886432
Ice2,1.015063,0.75148,1.930524,1.059398,1.267035,2.282617,2.300617,1.053806,1.994465,0.946966
Icmt,11.817602,12.929661,23.040852,19.233105,19.858063,26.64399,23.056948,21.10919,24.426453,18.432459
Icos,0.206445,0.109833,0.494581,0.256371,0.628622,0.471868,0.233905,0.593857,0.739928,0.348998
Icoslg,48.217289,42.156433,94.394203,79.75544,79.877205,83.043594,84.459343,85.489616,94.043793,63.489212
Id1,15.176375,29.639826,13.662712,18.554804,16.715914,12.981697,17.110229,9.487178,10.963651,9.679348
Id2,35.44952,27.023687,112.700089,94.731956,71.135773,186.439774,120.635139,54.540005,83.247932,34.479004
Id3,34.826439,52.400444,68.813713,83.817955,73.796478,130.782272,92.077171,91.023407,98.821884,63.577187
Id4,40.898651,29.181971,57.13332,67.141319,53.166618,78.098457,81.80056,51.02486,68.235115,35.411873
Ide,6.590497,6.920904,20.377577,14.976582,12.480012,28.829405,21.743862,20.473104,19.229797,13.884707
Idh1,120.226196,174.112274,467.115692,230.759979,248.569641,315.705688,342.75473,180.737335,255.419449,179.63063
Idh2,38.735516,23.390739,52.860752,35.59362,44.332943,32.412682,54.367676,55.48983,55.531193,62.044434
Idh3a,5.474829,5.723497,9.938609,7.834257,8.260197,13.736143,11.328737,9.143216,14.029507,13.073389
Idh3b,76.538231,82.194237,132.885284,108.155121,94.868477,137.394501,131.213547,122.898071,134.333893,116.927841
